hebrew_name,video_url,tracking_unit,position,intesity,english_name,english_description,hebrew_description
,https://www.youtube.com/watch?v=NjX1sh_FBpQ,WEIGHT,standing,hard,b-stance-rdl,"The exercise 'b-stance-rdl' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=O9vkr-MRjKE,WEIGHT,standing,medium,כפיפת מרפקים משקולות יד רוטציה וסיבוב,"The exercise 'כפיפת מרפקים משקולות יד רוטציה וסיבוב' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
קירוב ירך גומייה בפלאנק צידי,,,supine,medium,קירוב ירך גומייה בפלאנק צידי,"The exercise 'קירוב ירך גומייה בפלאנק צידי' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'קירוב ירך גומייה בפלאנק צידי' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=p6ho8QBFYYo,WEIGHT,seating,medium,טוויסט בישיבה,"The exercise 'טוויסט בישיבה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,standing,hard,חתירה בסמיט באחיזת סופינציה,"The exercise 'חתירה בסמיט באחיזת סופינציה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פשיטת מרפקים בפרונציה מוט בפולי תחתון,,,standing,low,פשיטת מרפקים בפרונציה מוט בפולי תחתון,"The exercise 'פשיטת מרפקים בפרונציה מוט בפולי תחתון' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פשיטת מרפקים בפרונציה מוט בפולי תחתון' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
קירוב ירך גומייה בפלאנק צידי-1,,,supine,medium,קירוב ירך גומייה בפלאנק צידי-1,"The exercise 'קירוב ירך גומייה בפלאנק צידי-1' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'קירוב ירך גומייה בפלאנק צידי-1' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
לחיצת כתפיים מוט חופשי בישיבה,,,seating,medium,לחיצת כתפיים מוט חופשי בישיבה,"The exercise 'לחיצת כתפיים מוט חופשי בישיבה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'לחיצת כתפיים מוט חופשי בישיבה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=mZ9cKKFcTZM,WEIGHT,seating,medium,פשיטת-מרפקים בפולי חבל בישיבה גב למכונה,"The exercise 'פשיטת-מרפקים בפולי חבל בישיבה גב למכונה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=bWhlJKO80DE,WEIGHT,standing,hard,פרפר-בהטיית זוקפי גו בקרוסאובר עליון כבלים,"The exercise 'פרפר-בהטיית זוקפי גו בקרוסאובר עליון כבלים' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=mmGJRUSnecM,WEIGHT,supine,medium,לחיצת חזה מוט בשיפוע שלילי,"The exercise 'לחיצת חזה מוט בשיפוע שלילי' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=3LZSbAE2B0Y,WEIGHT,standing,medium,Back Squat,"The exercise 'Back Squat' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=zYyOhIjG41w,WEIGHT,supine,medium,כפיפות בטן צידיות כסא רומי,"The exercise 'כפיפות בטן צידיות כסא רומי' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=Bnu-kSlWVzw,WEIGHT,standing,medium,פול-ארוונד,"The exercise 'פול-ארוונד' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=O_oJ6aVsADY,WEIGHT,supine,medium,לחיצת חזה באחיזת סופינציה,"The exercise 'לחיצת חזה באחיזת סופינציה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=3LZSbAE2B0Y,WEIGHT,standing,medium,באק סקוואט,"The exercise 'באק סקוואט' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=tv8v6g4aJxM,WEIGHT,supine,low,הרמת ברכיים מזרן בשכיבה,"The exercise 'הרמת ברכיים מזרן בשכיבה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=cd8RZ5aBPO0,WEIGHT,,hard,פשיטת גב כיסא רומי איבר-בודד,"The exercise 'פשיטת גב כיסא רומי איבר-בודד' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
הרחקת ירך בעמידה כנגד משקולת רגל בודדת,,,standing,medium,הרחקת ירך בעמידה כנגד משקולת רגל בודדת,"The exercise 'הרחקת ירך בעמידה כנגד משקולת רגל בודדת' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'הרחקת ירך בעמידה כנגד משקולת רגל בודדת' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
